id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy",,,,,,,
PHASE_2_1011,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1014,2016/08/18 16:47:17,08/2016,8,2016,43,2016 Chevrolet Volt,1,0,0,0,175000,-3,1,1,4,,0,14.83,2,45,0,3,14040,,,,,,,,
PHASE_2_1017,2016/08/18 16:30:39,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,125000,2.55,1,0,3,153.57,0,1.44,4,45,0,2,5250,1,,,,,,,
PHASE_2_1020,2016/08/18 16:40:44,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,0,0,125000,-2.86,1,1,4,318.58,4,40.09,2,55,0,3,17647.05882,,,,,,,,
PHASE_2_1029,2016/08/23 09:20:48,08/2016,8,2016,43,2016 BMW i3,0,0,0,0,175000,0,0,1,4,145.51,4,12.27,4,45,0,2,7106.4,,,,,,,,
PHASE_2_1032,2016/08/18 17:22:46,08/2016,8,2016,43,2016 Chevrolet Volt,1,0,0,0,225000,2.77,1,1,4,1027.51,4,24.68,2,35,0,2,12600,,,,,,,,
PHASE_2_1035,2016/08/18 16:36:49,08/2016,8,2016,43,2015 BMW i3,0,1,0,0,275000,2.93,1,1,2,86.31,2,15.5,4,35,0,2,11974.5,,,,,,,,
PHASE_2_1038,2016/08/18 16:58:13,08/2016,8,2016,43,2016 Tesla Model S,0,1,0,0,325000,2.61,1,1,4,497.79,2,11.88,2,65,0,2,9600,1,,,,,,,
PHASE_2_1041,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1044,,,,,27,2015 Nissan Leaf,0,0,0,0,,,,,,272.69,0,14.69,1,65,0,2,,1,,,,,,,
PHASE_2_1047,2016/08/18 17:10:29,08/2016,8,2016,43,2015 Nissan Leaf,0,0,0,0,275000,2.46,1,1,4,871.15,0,17.97,3,55,0,4,10363.63636,1,,,,,,,
PHASE_2_1050,,,,,10,2015 Nissan Leaf,0,0,0,0,,,,,,,,,,,,2,,1,,,,,,,
PHASE_2_1053,,,,,30,2015 Tesla Model S,0,0,0,0,,,,,,374.88,2,21.65,4,45,0,2,,1,,,,,,,
PHASE_2_1056,2016/08/18 16:35:30,08/2016,8,2016,43,2016 Ford Fusion Energi,0,0,0,0,75000,-2.18,0,1,2,,0,32.51,1,35,0,1,19800,,,,,,,,
PHASE_2_1059,2016/08/18 16:55:25,08/2016,8,2016,43,2016 Fiat 500e,0,0,0,0,175000,1.43,0,0,3,127.55,0,5,2,35,0,2,5430,1,,,,,,,
PHASE_2_1062,2016/08/18 16:42:46,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,375000,-3,1,1,4,,0,55.18,5,35,0,2,24750,,,,,,,,
PHASE_2_1065,2016/08/18 16:41:12,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,375000,0,1,1,4,317.87,6,18.31,4,55,0,3,18212,1,,,,,,,
PHASE_2_1068,2016/08/18 16:48:19,08/2016,8,2016,43,2016 Ford C-Max Energi,0,0,1,0,225000,0.51,1,0,3,285.44,2,1.6,5,45,1,2,7466.666667,,,,,,,,
PHASE_2_1071,2016/08/18 16:48:42,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,500000,-3,1,1,4,151.61,18,6.75,3,45,0,2,14170.15385,1,,,,,,,
PHASE_2_1074,2016/08/18 16:47:40,08/2016,8,2016,43,2016 Fiat 500e,1,0,0,0,125000,2.65,0,0,3,127.28,0,0.66,5,35,0,3,7200,1,,,,,,,
PHASE_2_1077,2016/08/18 17:01:01,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,0,0,75000,-3,1,1,3,304.78,2,7.06,7,35,0,2,7850,,,,,,,,
PHASE_2_1080,2016/08/18 16:41:10,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,,2.28,1,1,4,450.66,1,,2,65,0,2,9750,1,,,,,,,
PHASE_2_1083,2016/08/18 16:39:37,08/2016,8,2016,43,2016 Ford C-Max Energi,0,0,0,0,175000,-2.93,1,1,2,462.28,10,,2,55,0,2,19200,,,,,,,,
PHASE_2_1086,2016/08/18 16:52:12,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,175000,1.32,1,1,3,,0,19.59,2,35,0,1,20501,1,,,,,,,
PHASE_2_1089,2016/08/18 16:35:31,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,275000,2.03,0,0,4,398.22,1,11.28,2,35,1,2,10560,1,,,,,,,
PHASE_2_1092,2016/08/18 17:12:10,08/2016,8,2016,43,2015 Ford C-Max Energi,0,0,0,0,175000,0,1,1,2,357.87,0,68.6,4,45,0,4,14347.33333,,,,,,,,
PHASE_2_1095,,,,,31,2016 Ford Fusion Energi,0,0,0,0,,,,,,269.14,1,23.66,5,55,0,3,,,,,,,,,
PHASE_2_1098,2016/08/18 16:58:58,08/2016,8,2016,43,2016 Ford Fusion Energi,1,0,0,0,425000,2.78,1,1,3,520.04,1,4.36,3,55,0,2,5142.857143,,,,,,,,
PHASE_2_1101,,,,,17,2014 Ford C-Max Energi,0,0,0,0,,,,,,,,,2,45,0,2,,,,,,,,,
PHASE_2_1104,2016/08/18 16:36:15,08/2016,8,2016,43,2015 Nissan Leaf,0,0,0,0,125000,0.63,0,0,4,,0,5.18,1,35,0,1,9296,1,,,,,,,
PHASE_2_1107,,,,,29,2015 Tesla Model S,0,0,0,0,,,,,,304.48,3,18.06,4,45,0,3,,1,,,,,,,
PHASE_2_1110,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1113,,,,,3,2015 BMW i3,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1116,2016/08/18 16:47:26,08/2016,8,2016,43,2015 BMW i3,0,0,0,0,125000,2.17,1,1,3,387.91,1,25.71,4,25,0,2,15341.14286,,,,,,,,
PHASE_2_1119,,,,,7,2016 Fiat 500e,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1122,2016/08/18 17:01:40,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,275000,2.72,1,1,4,194.33,0,20.11,4,45,0,3,12931.5,1,,,,,,,
PHASE_2_1125,2016/08/18 16:40:43,08/2016,8,2016,43,2015 Chevrolet Volt,0,0,0,0,175000,2.19,0,0,4,385.55,10,36.5,2,35,0,1,16800,,,,,,,,
PHASE_2_1425,2016/08/18 17:55:27,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,1,0,125000,1.77,1,1,3,114.62,2,8.65,3,45,0,2,-21000,,,,,,,,
PHASE_2_1128,2016/08/18 16:43:21,08/2016,8,2016,43,2016 Kia Soul EV,0,1,0,0,375000,0.71,1,1,4,329.09,0,32.98,5,45,0,4,13500,1,,,,,,,
PHASE_2_1131,2016/08/18 16:53:16,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,1,0,175000,0,1,1,3,108.09,10,6.1,2,25,0,2,11466.66667,,,,,,,,
PHASE_2_1134,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1137,,,,,13,2016 Nissan Leaf,0,0,0,0,,,,,,,,,4,25,1,3,,1,,,,,,,
PHASE_2_1140,2016/08/19 12:24:05,08/2016,8,2016,43,2016 Kia Soul EV,0,0,1,0,125000,2.67,1,1,3,514.58,0,,3,45,1,3,2125.2,1,,,,,,,
PHASE_2_1143,2016/08/18 16:40:30,08/2016,8,2016,43,2015 Nissan Leaf,0,0,0,0,125000,2.11,0,1,4,549.85,0,23.83,1,35,0,2,12000,1,,,,,,,
PHASE_2_1146,2016/08/18 16:58:23,08/2016,8,2016,43,2016 Fiat 500e,0,1,0,0,500000,2.72,1,1,4,237.65,0,11.9,2,45,0,4,7000,1,,,,,,,
PHASE_2_1149,,,,,27,2016 Nissan Leaf,0,0,0,0,,,,,,667.16,45,13.35,2,25,0,2,,1,,,,,,,
PHASE_2_1152,,,,,4,2016 Nissan Leaf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1155,2016/08/18 17:09:07,08/2016,8,2016,43,2015 Ford C-Max Energi,0,0,1,0,425000,-3,1,1,4,268.26,30,96.33,4,55,1,5,18147.69231,,,,,,,,
PHASE_2_1158,,,,,18,2015 Tesla Model S,0,0,0,0,,,,,,,,,2,55,1,2,,1,,,,,,,
PHASE_2_1161,2016/08/18 17:00:04,08/2016,8,2016,43,2016 BMW i3,0,1,0,0,125000,2.75,1,1,4,347.3,0,,2,65,0,2,3140,1,,,,,,,
PHASE_2_1164,,,,,5,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1170,2016/08/18 16:59:06,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,,2.85,1,1,2,91.66,1,18.13,1,65,0,3,5200.8,1,,,,,,,
PHASE_2_1173,2016/08/18 16:54:26,08/2016,8,2016,43,2016 Nissan Leaf,0,0,0,0,50000,2.91,0,1,3,,0,8.98,1,55,1,1,9428.571429,1,,,,,,,
PHASE_2_1176,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1179,2016/08/18 17:25:26,08/2016,8,2016,43,2015 Nissan Leaf,0,0,0,0,,2.84,1,1,4,419.63,0,30.88,2,45,0,2,20000,1,,,,,,,
PHASE_2_1182,2016/08/18 16:56:01,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,275000,2.74,1,1,4,357.43,5,9.22,1,45,0,2,16235.29412,1,,,,,,,
PHASE_2_1185,2016/08/18 17:14:18,08/2016,8,2016,43,2016 Chevy Volt,0,1,0,0,125000,1.14,1,1,3,,0,27.89,4,45,0,4,15120,,,,,,,,
PHASE_2_1188,2016/08/18 16:51:34,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,175000,0.57,1,1,4,243.16,0,43.85,3,55,0,4,-38400,,,,,,,,
PHASE_2_1191,2016/08/19 10:07:47,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,1,0,175000,2.6,1,1,3,134.1,6,29.95,4,35,0,2,16791,,,,,,,,
PHASE_2_1194,2016/08/18 17:06:53,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,1,0,225000,,1,1,4,942.86,0,9.28,4,55,0,2,4805.333333,,,,,,,,
PHASE_2_1197,2016/08/18 19:41:51,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,125000,2.76,1,,1,470.43,2,6.5,1,65,0,2,8556,,,,,,,,
PHASE_2_1200,2016/08/18 16:51:42,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,175000,2.67,0,1,2,366.52,0,24.09,4,45,0,3,9000,1,,,,,,,
PHASE_2_1203,,,,,10,2013 Tesla Model S,0,1,1,0,,,,,,,,,,,,4,,1,,,,,,,
PHASE_2_1206,2016/08/18 18:35:53,08/2016,8,2016,43,2016 Nissan Leaf,0,0,0,0,75000,2.79,1,1,3,828.27,0,22.6,2,65,0,3,7837.714286,1,,,,,,,
PHASE_2_1209,2016/08/18 17:28:25,08/2016,8,2016,43,2016 Ford Fusion Energi,0,1,0,0,175000,2.59,1,1,2,84.47,3,6.49,2,55,0,2,11142.85714,,,,,,,,
PHASE_2_1212,2016/08/18 17:13:53,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,175000,2.53,1,1,3,132.91,1,2.24,2,45,0,2,5530.285714,,,,,,,,
PHASE_2_1215,,,,,13,2015 Tesla Model S,0,0,0,0,,,,,,,,,4,45,0,3,,1,,,,,,,
PHASE_2_1218,2016/08/18 16:52:28,08/2016,8,2016,43,2015 Nissan Leaf,0,0,1,0,225000,2.67,1,1,4,465.35,0,31.52,4,45,0,2,7304.347826,1,,,,,,,
PHASE_2_1221,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1251,2016/08/18 17:14:29,08/2016,8,2016,43,2014 Ford C-Max Energi,0,0,0,0,175000,2.89,1,1,3,324.65,0,2.19,2,35,1,2,15111.11111,,,,,,,,
PHASE_2_1227,2016/08/18 17:24:20,08/2016,8,2016,43,2016 Chevrolet Spark EV,0,1,0,0,,2.76,1,1,3,119.86,0,2.52,2,25,1,2,2621.142857,1,,,,,,,
PHASE_2_1230,2016/08/18 16:51:44,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,0,0,75000,2.61,1,1,3,661.28,2,6.75,4,55,1,1,40000,,,,,,,,
PHASE_2_1233,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1236,2016/08/18 17:06:00,08/2016,8,2016,43,2016 Chevrolet Volt,0,1,0,0,125000,,1,1,2,91.4,6,28.86,2,65,0,2,13729.33333,,,,,,,,
PHASE_2_1239,2016/08/18 16:43:09,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,0,0,175000,0,1,1,3,,0,26.61,3,35,1,2,16000,,,,,,,,
PHASE_2_1242,,,,,3,2016 Volkswagen e-Golf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1245,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1248,,,,,23,2014 Ford C-Max Energi,0,0,0,0,,,,,,,,38.65,4,45,0,2,,,,,,,,,
PHASE_2_1254,2016/08/18 17:11:33,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,225000,2.54,0,1,3,,0,22.37,2,45,0,3,-42876,,,,,,,,
PHASE_2_1257,2016/08/18 16:28:14,08/2016,8,2016,43,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1260,2016/09/15 08:54:42,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,0,0,,2.64,1,1,4,124.55,2,,3,35,0,2,9097.5,,,,,,,,
PHASE_2_1263,2016/08/18 16:55:19,08/2016,8,2016,43,2015 BMW i3,0,0,0,0,175000,1.04,0,0,2,334.41,0,34.5,2,35,0,2,26684,,,,,,,,
PHASE_2_1266,2016/08/18 17:14:06,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,175000,2.79,1,1,4,536.14,0,3.81,3,55,0,2,3007.5,1,,,,,,,
PHASE_2_1269,2016/08/18 17:00:32,08/2016,8,2016,43,2016 Ford Fusion Energi,0,0,0,0,175000,2.76,0,0,3,451.41,4,9.69,4,35,0,2,16229.14286,,,,,,,,
PHASE_2_1272,2016/08/29 11:59:55,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,1,0,275000,2.01,1,1,4,125.52,2,41.13,4,35,0,2,23636.8,,,,,,,,
PHASE_2_1275,,,,,16,2015 Nissan Leaf,1,0,0,0,,,,,,,,,2,65,0,3,,1,,,,,,,
PHASE_2_1278,2016/08/18 16:53:24,08/2016,8,2016,43,2014 Nissan Leaf,0,0,0,0,,0,1,1,4,165.37,0,11.32,5,45,0,2,11142.85714,1,,,,,,,
PHASE_2_1281,,,,,18,2017 Tesla S,0,1,0,0,,,,,,,,19.48,2,55,0,2,,1,,,,,,,
PHASE_2_1284,2016/08/18 17:18:44,08/2016,8,2016,43,2015 BMW i3,1,0,1,0,325000,-3,0,1,3,360.49,0,9.43,5,55,0,4,9120,,,,,,,,
PHASE_2_1287,,,,,13,2014 Ford C-Max Energi,0,0,0,0,,,,,,,,,3,45,0,2,,,,,,,,,
PHASE_2_1290,,,,,7,2014 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1293,,,,,4,2016 Nissan Leaf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1296,2016/08/18 16:32:14,08/2016,8,2016,43,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1299,2016/08/18 17:15:55,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,500000,-1.72,1,1,4,359.1,0,19.45,4,35,0,2,8417.142857,1,,,,,,,
PHASE_2_1302,,,,,4,2016 Kia Soul EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1305,,,,,3,2016 Chevrolet Volt,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1308,2016/08/18 17:26:39,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,175000,0.47,1,0,2,1680.19,4,48.52,3,45,0,3,30150,,,,,,,,
PHASE_2_1311,2016/08/18 17:22:49,08/2016,8,2016,43,2015 Nissan Leaf,0,0,1,0,125000,1.69,1,1,3,852.49,0,10.96,3,45,0,5,10800,1,,,,,,,
PHASE_2_1314,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1317,,,,,7,2014 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1320,2016/09/14 19:24:42,09/2016,9,2016,43,2015 Chevrolet Volt,0,0,0,0,75000,2.39,1,0,2,,0,9.78,4,,,1,11200,,,,,,,,
PHASE_2_1323,2016/08/18 17:16:12,08/2016,8,2016,43,2014 Ford C-Max Energi,0,0,0,0,225000,0.71,1,1,3,383.3,5,38.86,4,45,0,2,22105.26316,,,,,,,,
PHASE_2_1326,2016/08/18 17:00:22,08/2016,8,2016,43,2015 Ford C-Max Energi,0,0,0,0,275000,1.46,1,1,4,208.02,1,21.47,3,35,0,2,9333.333333,,,,,,,,
PHASE_2_1335,2016/08/18 18:12:24,08/2016,8,2016,43,2016 Chevrolet Volt,0,1,0,0,75000,2.35,1,1,4,357.98,3,25.36,2,65,0,3,7212,,,,,,,,
PHASE_2_1338,2016/08/22 09:41:00,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,175000,2.84,1,1,4,371.76,0,5.12,2,35,0,2,22060,,,,,,,,
PHASE_2_1341,2016/08/18 17:02:58,08/2016,8,2016,43,2015 Ford C-Max Energi,1,0,0,0,75000,-2.22,1,,4,134.48,3,2.61,2,65,1,2,8581,,,,,,,,
PHASE_2_1344,2016/08/18 17:21:00,08/2016,8,2016,43,2015 Ford Fusion Energi,0,1,0,0,75000,0,1,1,4,180.57,1,2.35,1,65,0,2,5576.470588,,,,,,,,
PHASE_2_1347,2016/08/18 17:28:51,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,1,0,0,425000,2.59,1,1,4,995.13,0,15.81,4,45,0,4,6672,1,,,,,,,
PHASE_2_1350,2016/08/18 16:53:58,08/2016,8,2016,43,2016 Chevrolet Volt,1,0,0,0,75000,2.56,0,0,4,63.95,2,53.66,1,35,0,1,8060,,,,,,,,
PHASE_2_1353,2016/08/18 17:37:02,08/2016,8,2016,43,2016 Chevrolet Volt,1,0,0,0,175000,2.76,1,1,3,391.46,2,14.13,4,55,0,3,13580,,,,,,,,
PHASE_2_1356,2016/08/18 16:35:09,08/2016,8,2016,43,2016 Fiat 500e,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1359,2016/08/18 17:07:57,08/2016,8,2016,43,2015 Fiat 500e,0,0,0,0,75000,0,1,1,2,1127.32,0,9.16,4,45,0,3,7794,1,,,,,,,
PHASE_2_1362,2016/09/17 20:49:02,09/2016,9,2016,43,2015 Tesla Model S,1,0,0,0,225000,2.55,1,1,4,365.44,4,13.51,5,55,0,2,12200,1,,,,,,,
PHASE_2_1365,,,,,9,2016 Chevrolet Volt,0,0,0,0,,,,,,,,,,,,3,,,,,,,,,
PHASE_2_1368,2016/08/18 17:22:53,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,325000,0.2,1,1,3,145.09,100,109.02,4,35,0,2,37600,1,,,,,,,
PHASE_2_1371,,,,,7,2015 BMW i3,0,0,0,0,,,,,,,,,,,,2,,,,,,,,,
PHASE_2_1374,,,,,42,2016 Chevrolet Volt,0,0,0,0,175000,2.89,1,1,3,231.8,1,31.51,1,55,0,2,,,,,,,,,
PHASE_2_1377,2016/08/18 17:06:07,08/2016,8,2016,43,2015 BMW i3,1,0,0,0,75000,2.73,1,1,3,,0,12.42,1,35,0,1,15229.71429,,,,,,,,
PHASE_2_1380,2016/08/18 17:05:21,08/2016,8,2016,43,2016 Volkswagen e-Golf,0,0,0,0,125000,1.72,0,1,3,,0,9.1,4,35,0,2,-14996,1,,,,,,,
PHASE_2_1383,2016/08/18 17:14:15,08/2016,8,2016,43,2016 Ford Fusion Energi,0,0,0,0,75000,1.42,0,0,4,354.55,1,14.17,1,55,0,2,17850,,,,,,,,
PHASE_2_1386,,,,,17,2016 Chevrolet Volt,0,0,0,0,,,,,,,,,2,25,1,2,,,,,,,,,
PHASE_2_1389,2016/08/18 17:11:21,08/2016,8,2016,43,2016 Fiat 500e,0,0,0,0,75000,0.85,1,0,4,396.32,0,7.07,1,35,1,2,4516,1,,,,,,,
PHASE_2_1512,2016/08/18 17:12:48,08/2016,8,2016,43,2016 Chevrolet Volt,0,1,1,0,,2.65,1,1,4,580.46,0,1.22,4,45,1,3,10200,,,,,,,,
PHASE_2_1395,2016/08/18 16:59:05,08/2016,8,2016,43,2015 Tesla Model S,,,,,275000,-3,0,0,4,438.75,25,,2,25,0,1,16800,1,,,,,,,
PHASE_2_1398,2016/08/18 16:59:35,08/2016,8,2016,43,2014 Ford C-Max Energi,0,0,1,0,175000,2.6,1,0,3,422.68,2,13.96,2,35,1,2,12192.54545,,,,,,,,
PHASE_2_1401,2016/08/18 17:15:26,08/2016,8,2016,43,2015 Nissan Leaf,0,0,1,0,125000,2.65,1,1,4,453.26,0,14.06,3,55,0,2,9600,1,,,,,,,
PHASE_2_1404,,,,,32,2014 Chevrolet Volt,1,0,0,0,,,,,,401.29,5,10.46,3,45,1,2,,,,,,,,,
PHASE_2_1407,2016/08/18 17:02:21,08/2016,8,2016,43,2015 Tesla Model S,0,0,0,0,125000,,1,1,2,285.23,1,,2,55,0,2,3818.181818,1,,,,,,,
PHASE_2_1410,,,,,32,2016 Chevrolet Volt,1,0,0,0,,,,,,276.44,4,9.71,1,45,0,1,,,,,,,,,
PHASE_2_1413,,,,,5,2016 Chevrolet Volt,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1416,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1419,2016/08/18 17:41:08,08/2016,8,2016,43,2016 Fiat 500e,0,0,0,0,175000,2.58,1,1,2,104.24,0,13.38,2,65,0,3,8419.5,1,,,,,,,
PHASE_2_1422,2016/08/20 15:20:27,08/2016,8,2016,43,2016 Ford Fusion Energi,0,0,1,0,75000,2.56,0,1,3,462.7,1,13.71,3,65,0,2,21486,,,,,,,,
PHASE_2_1428,2016/08/18 17:24:07,08/2016,8,2016,43,2016 Tesla Model S,0,1,0,0,50000,2.88,1,0,2,505.25,2,15,2,75,0,2,16457.14286,1,,,,,,,
PHASE_2_1431,2016/08/18 16:41:33,08/2016,8,2016,43,2017 chevy premier,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1434,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1437,,,,,32,2015 Nissan Leaf,0,0,0,0,,,,,,142.7,2,6.82,4,45,0,3,,1,,,,,,,
PHASE_2_1440,2016/08/18 17:14:31,08/2016,8,2016,43,2016 BMW i3,0,0,0,0,375000,2.81,1,1,4,210.05,0,31.04,3,35,1,2,,,,,,,,,
PHASE_2_1443,2016/08/18 17:04:18,08/2016,8,2016,43,2016 Nissan Leaf,0,0,1,0,125000,-1.46,1,1,3,433.15,0,33.3,3,65,0,3,17160,1,,,,,,,
PHASE_2_1446,2016/08/18 16:58:23,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,1,0,500000,2.87,1,1,4,427.04,1,5.14,4,45,0,2,5200,1,,,,,,,
PHASE_2_1449,,,,,3,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1452,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1455,2016/09/04 11:53:28,09/2016,9,2016,43,2015 Nissan Leaf,0,0,1,0,475000,0.34,1,1,4,233.96,0,15.35,2,35,0,2,-60000,1,,,,,,,
PHASE_2_1458,2016/08/18 17:05:29,08/2016,8,2016,43,2016 Chevrolet Spark EV,1,1,0,0,500000,2.79,1,1,4,189.14,0,24.87,5,45,1,3,40000,1,,,,,,,
PHASE_2_1461,2016/08/18 17:09:21,08/2016,8,2016,43,2015 Nissan Leaf,0,0,0,0,,2.8,1,1,4,166.76,0,15.59,3,35,1,3,11000,1,,,,,,,
PHASE_2_1464,2016/08/18 17:23:13,08/2016,8,2016,43,2016 Chevrolet Volt,1,0,0,0,125000,2.66,1,0,4,802.99,0,6.45,2,35,0,2,10666.66667,,,,,,,,
PHASE_2_1467,,,,,3,2016 Ford Fusion Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1470,,,,,36,2016 Audi A3 Sportback e-tron,0,0,1,0,,,,,,328.46,4,22.4,3,65,1,2,,,,,,,,,
PHASE_2_1473,,,,,-1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1476,2016/08/18 16:44:17,08/2016,8,2016,43,2015 Nissan Leaf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1479,,,,,38,2016 Volkswagen e-Golf,0,0,1,0,,,,,,1394.56,0,,2,65,0,2,,1,,,,,,,
PHASE_2_1482,2016/08/18 17:28:59,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,75000,2.74,1,1,4,318.6,0,11.29,2,75,0,3,8328,,,,,,,,
PHASE_2_1485,2016/08/18 17:58:57,08/2016,8,2016,43,2016 Ford Fusion Energi,0,0,0,0,225000,-3,1,1,3,2265.46,0,33.01,5,45,0,2,14937.33333,,,,,,,,
PHASE_2_1488,,,,,9,2016 Ford Fusion Energi,0,0,0,0,,,,,,,,,,,,2,,,,,,,,,
PHASE_2_1491,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1494,2016/08/18 16:45:07,08/2016,8,2016,43,2015 Nissan Leaf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1497,2016/08/18 17:11:21,08/2016,8,2016,43,2016 Tesla Model S,0,0,0,0,500000,2.78,1,1,4,96.05,5,57.41,2,65,0,3,11402,1,,,,,,,
PHASE_2_1500,2016/08/18 17:13:25,08/2016,8,2016,43,2016 Tesla Model S,0,1,0,0,175000,2.35,1,1,3,241.01,1,22.41,2,35,0,5,14400,1,,,,,,,
PHASE_2_1503,,,,,3,2015 Ford Fusion Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1506,2016/08/18 17:21:22,08/2016,8,2016,43,2015 BMW i3,0,0,0,0,75000,2.2,0,1,3,,0,13.82,1,25,0,1,8668,,,,,,,,
PHASE_2_1509,2016/08/18 17:32:38,08/2016,8,2016,43,2014 Ford C-Max Energi,0,0,0,0,175000,2.67,1,1,3,544.84,5,11.49,2,65,0,2,13200,,,,,,,,
PHASE_2_1515,,,,,7,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_1518,2016/08/18 17:08:56,08/2016,8,2016,43,2015 Ford Fusion Energi,0,0,1,0,325000,0.71,0,1,3,153.98,2,25.47,4,55,1,3,18600,,,,,,,,
PHASE_2_1521,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_1524,2016/08/18 17:20:48,08/2016,8,2016,43,2016 Chevrolet Volt,0,0,0,0,175000,1.63,1,1,4,156.4,2,15.42,3,35,0,2,12000,,,,,,,,
